campus,area,uf,municipio
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Jaguari
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,São Luiz Gonzaga
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Pelotas
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Tapera
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,RS,Charqueadas
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,SP,Itupeva
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RO,Ji-Paraná
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,SP,Osasco
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,SP,Tarabai
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Itaqui
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Parobé
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,SC,Videira
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Barra do Quaraí
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Marau
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Faxinal do Soturno
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Santo Augusto
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Santo Ângelo
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,São Paulo das Missões
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Sinimbu
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA INDUSTRIAL,RS,Palmeira das Missões
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA INDUSTRIAL,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA INDUSTRIAL,RS,Panambi
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,'Sant''Ana do Livramento'
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Nova Palma
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RJ,Rio de Janeiro
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Itaqui
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Carlos Barbosa
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,SC,Balneário Camboriú
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Taquari
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,ES,Vitória
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Campo Novo
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Frederico Westphalen
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,SP,Amparo
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,MG,Patos de Minas
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Taquara
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RO,Porto Velho
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Caçapava do Sul
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,RS,Alegrete
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,MG,Betim
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,SP,Santos
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Serafina Corrêa
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Independência
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Horizontina
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,São Pedro do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Tupanciretã
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,São Pedro do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Torres
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,RS,Gravataí
