AREA,UF,REGIAO,ANO,CPCCONTINUO,NOTACONCLUINTES,NOTAPADRONIZADAIDD,NOTAPADRONIZADAMESTRES,NOTAPADRONIZADADOUTORES,NOMEIES,SIGLAIES,Publica_1_Privada_0,CATADMINISTRATIVA,ORGACADEMICA,MUNICIPIOCURSO,NOTAPADRONIZADADREGIME,NOTAPADRONIZADAPEDAG,CPC_FAIXA,NOTAPADRONIZADAINFRA,INGRESSANTESPARTICIPANTES,INGRESSANTESINSCRITOS,COD_AREA (cod_curso),COD_IES,AMPLIACAOFORMACAO(NA),CPC FORMULA2013
DIREITO,PR,1,2012,"2,98","3,69","3,14","3,10","1,07",UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,1,Pública,Universidade,FRANCISCO BELTRAO,"5,00","1,79","4,00","3,24",29,41,2,609,"2,37","2,96"
FILOSOFIA (LICENCIATURA),PR,1,2011,"3,21","2,86","3,04","4,77","2,76",UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,1,PÚBLICA,UNIVERSIDADES,TOLEDO,"5,00","2,12","4,00","3,59",28,50,3202,609,"2,71","3,19"
HISTÓRIA (LICENCIATURA),PR,1,2011,"2,56","1,76","1,04","4,79","3,21",UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,1,PÚBLICA,UNIVERSIDADES,MARECHAL CÂNDIDO RONDON,"5,00","4,31","3,00","4,01",37,55,2402,609,"4,19","2,56"
ADMINISTRAÇÃO,MT,0,2012,"1,82","1,82","1,56","1,00","0,00",UNIÃO DE ENSINO SUPERIOR DE NOVA MUTUM,UNINOVA,1,Pública,Faculdade,NOVA MUTUM,"1,25","5,00","2,00","4,91",29,60,1,950,"4,96","1,82"
CIÊNCIAS CONTÁBEIS,MT,0,2012,"2,28","2,68","2,95","0,96","0,00",UNIÃO DE ENSINO SUPERIOR DE NOVA MUTUM,UNINOVA,1,Pública,Faculdade,NOVA MUTUM,"1,15","2,84","3,00","4,57",17,54,22,950,"3,53","2,26"
ADMINISTRAÇÃO,MG,0,2012,"2,99","3,98","3,71","2,86","0,29",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,Pública,Universidade,MONTES CLAROS,"4,49","2,60","4,00","1,44",50,65,1,367,"2,14","3,01"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"2,94","3,45","3,09","2,37","1,72",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,Pública,Universidade,MONTES CLAROS,"4,61","2,82","3,00","2,36",58,83,22,367,"2,63","2,95"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"2,81","3,40","3,54","1,94","0,00",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,Pública,Universidade,SALINAS,"4,17","4,00","3,00","1,69",21,28,22,367,"3,08","2,84"
CIÊNCIAS ECONÔMICAS,MG,0,2012,"3,37","3,44","4,03","3,23","1,11",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,Pública,Universidade,MONTES CLAROS,"4,58","3,50","4,00","3,47",38,49,13,367,"3,49","3,38"
CIÊNCIAS SOCIAIS (BACHARELADO),MG,0,2011,"0,77","0,38","0,00","0,00","0,00",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,PÚBLICA,UNIVERSIDADES,MONTES CLAROS,"4,64","2,78","1,00","1,84",51,71,5401,367,"2,40","0,78"
DIREITO,MG,0,2012,"3,12","4,23","3,92","2,18","0,38",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,Pública,Universidade,MONTES CLAROS,"4,74","1,84","4,00","2,52",68,83,2,367,"2,11","3,11"
FILOSOFIA (LICENCIATURA),MG,0,2011,"2,77","2,86","3,16","3,41","0,71",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,PÚBLICA,UNIVERSIDADES,MONTES CLAROS,"5,00","2,33","3,00","2,38",23,39,3202,367,"2,35","2,77"
HISTÓRIA (LICENCIATURA),MG,0,2011,"2,99","3,71","3,49","3,23","0,97",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,PÚBLICA,UNIVERSIDADES,MONTES CLAROS,"4,92","1,74","4,00","1,82",57,76,2402,367,"1,77","2,99"
HISTÓRIA (LICENCIATURA),MG,0,2011,"2,27","2,37","2,66","1,84","0,23",UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,PÚBLICA,UNIVERSIDADES,SÃO FRANCISCO,"4,55","2,32","3,00","2,32",29,36,2402,367,"2,32","2,27"
ADMINISTRAÇÃO,GO,0,2012,"2,02","0,95","1,13","3,33","1,87",CENTRO UNIVERSITÁRIO DE MINEIROS,UNIFIMES,1,Pública,Centro Universitário,MINEIROS,"5,00","2,56","3,00","4,43",17,43,1,4396,"3,31","1,99"
CIÊNCIAS CONTÁBEIS,GO,0,2012,"2,67","1,65","2,06","3,85","2,51",CENTRO UNIVERSITÁRIO DE MINEIROS,UNIFIMES,1,Pública,Centro Universitário,MINEIROS,"5,00","3,60","3,00","4,08",11,17,22,4396,"3,79","2,66"
CIÊNCIAS SOCIAIS (BACHARELADO),SP,0,2011,"1,79","0,00","0,00","5,00","4,87",UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,1,PÚBLICA,UNIVERSIDADES,GUARULHOS,"5,00","3,06",Unidade com cursos não reconhecidos até 30/09/2012,"1,00",119,123,5401,591,"2,24","1,82"
FILOSOFIA (BACHARELADO),SP,0,2011,"1,83","0,28","0,00","5,00","4,89",UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,1,PÚBLICA,UNIVERSIDADES,GUARULHOS,"5,00","3,41",Unidade com cursos não reconhecidos até 30/09/2012,"0,42",127,143,3201,591,"2,21","1,87"
HISTÓRIA (BACHARELADO),SP,0,2011,"2,23","0,00","0,00","5,00","4,88",UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,1,PÚBLICA,UNIVERSIDADES,GUARULHOS,"5,00","5,00",Unidade com cursos não reconhecidos até 30/09/2012,"5,00",124,133,2401,591,"5,00","2,23"
PSICOLOGIA,SP,0,2012,"3,03","2,88","2,11","5,00","5,00",UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,1,Pública,Universidade,SANTOS,"5,00","1,70","4,00","1,12",45,45,18,591,"1,47","3,04"
ADMINISTRAÇÃO,MG,0,2012,"4,25","4,98","4,07","4,55","4,77",UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,1,Pública,Universidade,ITAJUBA,"5,00","1,41","5,00","3,89",40,40,1,598,"2,40","4,22"
CIÊNCIAS SOCIAIS (LICENCIATURA),AP,0,2011,"3,04","3,85","4,16","2,17","1,09",UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,1,PÚBLICA,UNIVERSIDADES,MACAPÁ,"4,11","1,50","4,00","0,95",43,54,5402,830,"1,28","3,05"
DIREITO,AP,0,2012,"2,89","3,73","3,06","3,23","1,94",UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,1,Pública,Universidade,MACAPA,"5,00","2,27","3,00","0,00",39,52,2,830,"1,36","2,93"
HISTÓRIA (BACHARELADO),AP,0,2011,"1,89","2,26","2,67","0,00","0,45",UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,1,PÚBLICA,UNIVERSIDADES,MACAPÁ,"2,55","2,50","2,00","0,75",26,32,2401,830,"1,80","1,92"
HISTÓRIA (LICENCIATURA),AP,0,2011,"2,16","2,71","2,35","2,55","0,77",UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,1,PÚBLICA,UNIVERSIDADES,MACAPÁ,"3,85","1,56","3,00","1,06",46,55,2402,830,"1,36","2,16"
ADMINISTRAÇÃO,SP,0,2012,"2,27","2,03","1,78","4,58","1,46",CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,1,Pública,Centro Universitário,SAO JOAO DA BOA VISTA,"2,92","2,50","3,00","3,59",53,110,1,217,"2,94","2,25"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"2,30","2,13","1,92","4,50","1,22",CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,1,Pública,Centro Universitário,SAO JOAO DA BOA VISTA,"3,00","1,84","3,00","4,21",23,47,22,217,"2,79","2,26"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"2,35","1,99","2,24","3,37","0,38",CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,1,Pública,Centro Universitário,SAO JOAO DA BOA VISTA,"3,08","3,33","3,00","5,00",14,25,13,217,"4,00","2,32"
JORNALISMO,SP,0,2012,"3,45","4,00","4,34","2,70","0,88",CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,1,Pública,Centro Universitário,SAO JOAO DA BOA VISTA,"2,11","4,06","4,00","4,41",13,26,803,217,"4,20","3,44"
PSICOLOGIA,SP,0,2012,"3,08","2,65","2,99","4,65","2,17",CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,1,Pública,Centro Universitário,SAO JOAO DA BOA VISTA,"2,37","3,69","4,00","5,00",29,41,18,217,"4,21","3,06"
PUBLICIDADE E PROPAGANDA,SP,0,2012,"2,25","2,43","2,16","3,10","1,39",CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,1,Pública,Centro Universitário,SAO JOAO DA BOA VISTA,"1,67","2,35","3,00","3,58",21,35,804,217,"2,84","2,23"
ADMINISTRAÇÃO,PR,1,2012,"4,11","3,84","3,63","5,00","5,00",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,IRATI,"5,00","2,97","5,00","4,66",21,40,1,1126,"3,65","4,08"
ADMINISTRAÇÃO,PR,1,2012,"4,08","3,94","3,79","5,00","5,00",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,GUARAPUAVA,"5,00","2,04","5,00","4,21",43,86,1,1126,"2,91","4,05"
ADMINISTRAÇÃO,PR,1,2012,"3,51","3,10","3,37","5,00","5,00",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,PITANGA,"4,64","2,29","4,00","0,82",18,40,1,1126,"1,70","3,53"
CIÊNCIAS CONTÁBEIS,PR,1,2012,"4,24","3,79","3,74","5,00","5,00",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,PRUDENTOPOLIS,"4,50","4,49","5,00","5,00",16,40,22,1126,"4,69","4,23"
CIÊNCIAS CONTÁBEIS,PR,1,2012,"4,08","3,71","3,46","5,00","5,00",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,IRATI,"5,00","4,02","5,00","4,36",17,43,22,1126,"4,16","4,08"
CIÊNCIAS CONTÁBEIS,PR,1,2012,"3,77","3,51","3,12","5,00","5,00",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,GUARAPUAVA,"5,00","2,10","4,00","4,22",46,87,22,1126,"2,95","3,74"
CIÊNCIAS CONTÁBEIS,PR,1,2012,"2,76","1,96","1,36","5,00","5,00",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,CHOPINZINHO,"5,00","2,14","3,00","3,03",33,40,22,1126,"2,50","2,74"
CIÊNCIAS ECONÔMICAS,PR,1,2012,"3,28","2,33","3,13","5,00","3,75",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,GUARAPUAVA,"5,00","1,67","4,00","3,75",20,40,13,1126,"2,50","3,25"
FILOSOFIA (LICENCIATURA),PR,1,2011,"3,45","3,12","3,35","5,00","2,86",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,PÚBLICA,UNIVERSIDADES,GUARAPUAVA,"5,00","2,31",Unidade com cursos não reconhecidos até 30/09/2012,"4,08",18,39,3202,1126,"3,02","3,43"
HISTÓRIA (LICENCIATURA),PR,1,2011,"3,53","2,81","2,81","5,00","5,00",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,PÚBLICA,UNIVERSIDADES,IRATI,"5,00","2,56","4,00","3,92",14,49,2402,1126,"3,10","3,51"
HISTÓRIA (LICENCIATURA),PR,1,2011,"3,28","2,96","2,86","5,00","3,33",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,PÚBLICA,UNIVERSIDADES,GUARAPUAVA,"5,00","1,88","4,00","3,91",34,79,2402,1126,"2,69","3,25"
JORNALISMO,PR,1,2012,"3,80","3,36","3,67","5,00","4,39",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,GUARAPUAVA,"5,00","1,79","4,00","4,11",13,19,803,1126,"2,71","3,77"
PSICOLOGIA,PR,1,2012,"3,64","2,93","3,10","5,00","4,12",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,IRATI,"5,00","3,80","4,00","4,14",20,29,18,1126,"3,93","3,63"
PUBLICIDADE E PROPAGANDA,PR,1,2012,"4,18","4,75","4,76","5,00","4,91",UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,GUARAPUAVA,"5,00","0,36","4,00","0,68",16,22,804,1126,"0,49","4,17"
ADMINISTRAÇÃO,SP,0,2012,"2,49","2,21","0,00","4,67","5,00",UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,1,Pública,Universidade,LIMEIRA,"5,00","3,88","3,00","3,71",210,229,1,54,"3,81","2,49"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"3,68","3,61","2,95","4,75","4,56",UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,1,Pública,Universidade,CAMPINAS,"5,00","2,44","4,00","4,36",96,105,13,54,"3,21","3,65"
CIÊNCIAS SOCIAIS (BACHARELADO),SP,0,2011,"1,87","0,33","0,00","4,34","4,45",UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,1,PÚBLICA,UNIVERSIDADES,CAMPINAS,"5,00","2,29","2,00","3,55",89,117,5401,54,"2,79","1,85"
CIÊNCIAS SOCIAIS (LICENCIATURA),SP,0,2011,"1,85","0,23","0,00","4,66","4,57",UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,1,PÚBLICA,UNIVERSIDADES,CAMPINAS,"5,00","2,21","2,00","3,00",86,113,5402,54,"2,52","1,84"
FILOSOFIA (BACHARELADO),SP,0,2011,"1,99","0,58","0,00","4,46","4,38",UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,1,PÚBLICA,UNIVERSIDADES,CAMPINAS,"5,00","2,88","3,00","3,95",20,36,3201,54,"3,31","1,98"
FILOSOFIA (LICENCIATURA),SP,0,2011,"1,92","0,00","0,00","4,72","4,58",UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,1,PÚBLICA,UNIVERSIDADES,CAMPINAS,"5,00","3,86","2,00","2,81",20,33,3202,54,"3,44","1,93"
HISTÓRIA (BACHARELADO),SP,0,2011,"1,98","0,97","0,00","4,07","4,53",UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,1,PÚBLICA,UNIVERSIDADES,CAMPINAS,"5,00","1,79","3,00","3,93",35,39,2401,54,"2,64","1,95"
HISTÓRIA (LICENCIATURA),SP,0,2011,"2,02","0,72","0,00","4,72","4,46",UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,1,PÚBLICA,UNIVERSIDADES,CAMPINAS,"5,00","2,89","3,00","3,48",35,39,2402,54,"3,13","2,01"
ADMINISTRAÇÃO,SP,0,2012,"2,47","2,07","1,60","4,86","1,80",CENTRO UNIVERSITÁRIO DE FRANCA,UNI-FACEF,1,Pública,Centro Universitário,FRANCA,"3,57","3,82","3,00","4,06",140,249,1,60,"3,92","2,46"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"2,18","1,70","1,44","4,52","1,94",CENTRO UNIVERSITÁRIO DE FRANCA,UNI-FACEF,1,Pública,Centro Universitário,FRANCA,"2,62","3,16","3,00","3,63",45,88,22,60,"3,35","2,17"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"2,91","2,04","2,79","4,63","1,58",CENTRO UNIVERSITÁRIO DE FRANCA,UNI-FACEF,1,Pública,Centro Universitário,FRANCA,"2,89","4,70","3,00","5,00",28,52,13,60,"4,82","2,91"
PSICOLOGIA,SP,0,2012,"3,59","3,00","3,45","5,00","3,09",CENTRO UNIVERSITÁRIO DE FRANCA,UNI-FACEF,1,Pública,Centro Universitário,FRANCA,"3,00","4,75","4,00","4,78",41,51,18,60,"4,76","3,58"
PUBLICIDADE E PROPAGANDA,SP,0,2012,"2,58","2,12","2,41","4,33","1,10",CENTRO UNIVERSITÁRIO DE FRANCA,UNI-FACEF,1,Pública,Centro Universitário,FRANCA,"3,24","3,50","3,00","4,19",29,47,804,60,"3,78","2,57"
ADMINISTRAÇÃO,SP,0,2012,"4,22","4,63","3,71","5,00","5,00",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,TUPA,"3,86","3,55","5,00","4,12",77,88,1,56,"3,78","4,21"
ADMINISTRAÇÃO,SP,0,2012,"3,25","3,45","1,51","5,00","5,00",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,JABOTICABAL,"5,00","2,76","4,00","4,33",42,45,1,56,"3,39","3,23"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"2,02","0,52","0,00","5,00","4,58",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,ARARAQUARA,"4,17","2,92","3,00","4,31",107,120,13,56,"3,48","2,00"
CIÊNCIAS SOCIAIS (BACHARELADO),SP,0,2011,"3,37","3,42","3,06","4,62","4,22",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,PÚBLICA,UNIVERSIDADES,ARARAQUARA,"4,09","0,63","4,00","3,72",91,125,5401,56,"1,87","3,32"
CIÊNCIAS SOCIAIS (BACHARELADO),SP,0,2011,"1,98","0,85","0,00","5,00","5,00",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,PÚBLICA,UNIVERSIDADES,MARÍLIA,"5,00","1,25","3,00","2,90",78,98,5401,56,"1,91","1,96"
CIÊNCIAS SOCIAIS (LICENCIATURA),SP,0,2011,"4,19","4,30","4,36","4,79","4,43",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,PÚBLICA,UNIVERSIDADES,ARARAQUARA,"4,38","2,04","5,00","3,93",91,125,5402,56,"2,79","4,16"
CIÊNCIAS SOCIAIS (LICENCIATURA),SP,0,2011,"1,87","0,70","0,00","5,00","4,51",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,PÚBLICA,UNIVERSIDADES,MARÍLIA,"5,00","1,78","2,00","2,26",75,94,5402,56,"1,97","1,86"
DIREITO,SP,0,2012,"2,61","2,70","0,84","5,00","5,00",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,FRANCA,"4,56","1,18","3,00","2,91",107,108,2,56,"1,87","2,58"
FILOSOFIA (BACHARELADO),SP,0,2011,"1,90","0,53","0,00","5,00","4,15",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,PÚBLICA,UNIVERSIDADES,MARÍLIA,"5,00","1,98","2,00","3,57",26,37,3201,56,"2,62","1,87"
FILOSOFIA (LICENCIATURA),SP,0,2011,"1,71","0,21","0,00","5,00","5,00",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,PÚBLICA,UNIVERSIDADES,MARÍLIA,"5,00","1,59","2,00","0,63",26,37,3202,56,"1,20","1,72"
HISTÓRIA (BACHARELADO),SP,0,2011,"2,24","1,17","0,00","5,00","5,00",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,PÚBLICA,UNIVERSIDADES,FRANCA,"5,00","2,63","3,00","4,14",93,99,2401,56,"3,24","2,22"
HISTÓRIA (LICENCIATURA),SP,0,2011,"2,18","1,26","0,00","5,00","4,66",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,PÚBLICA,UNIVERSIDADES,ASSIS,"5,00","2,18","3,00","4,19",73,90,2402,56,"2,99","2,15"
HISTÓRIA (LICENCIATURA),SP,0,2011,"2,01","0,00","0,00","5,00","5,00",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,PÚBLICA,UNIVERSIDADES,FRANCA,"5,00","2,26","3,00","4,56",93,99,2402,56,"3,18","1,98"
JORNALISMO,SP,0,2012,"2,55","1,54","1,19","5,00","4,41",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,BAURU,"4,87","2,47","3,00","3,13",83,91,803,56,"2,73","2,54"
PSICOLOGIA,SP,0,2012,"1,78","0,00","0,00","5,00","5,00",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,ASSIS,"5,00","0,29","2,00","3,51",86,95,18,56,"1,57","1,74"
PSICOLOGIA,SP,0,2012,"1,73","0,00","0,00","5,00","5,00",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,BAURU,"4,13","1,29","2,00","2,63",68,69,18,56,"1,82","1,71"
RELAÇÕES INTERNACIONAIS,SP,0,2012,"3,54","3,52","3,20","5,00","4,50",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,MARILIA,"5,00","1,49","4,00","2,43",39,40,81,56,"1,86","3,53"
RELAÇÕES INTERNACIONAIS,SP,0,2012,"1,59","0,00","0,00","5,00","4,13",UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,FRANCA,"4,57","1,16","2,00","2,28",93,98,81,56,"1,61","1,58"
ADMINISTRAÇÃO,MT,0,2012,"2,88","2,89","3,19","3,19","1,19",UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,Pública,Universidade,TANGARA DA SERRA,"5,00","2,50","3,00","2,71",64,139,1,719,"2,58","2,88"
ADMINISTRAÇÃO,MT,0,2012,"2,23","2,64","2,47","3,42","0,74",UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,Pública,Universidade,SINOP,"5,00","1,25","3,00","0,00",54,93,1,719,"0,75","2,25"
CIÊNCIAS CONTÁBEIS,MT,0,2012,"2,84","3,09","3,42","2,59","0,91",UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,Pública,Universidade,TANGARA DA SERRA,"5,00","2,07","3,00","2,19",50,95,22,719,"2,12","2,84"
CIÊNCIAS CONTÁBEIS,MT,0,2012,"2,33","2,28","2,43","2,86","0,39",UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,Pública,Universidade,CACERES,"5,00","1,80","3,00","3,22",42,80,22,719,"2,37","2,31"
CIÊNCIAS CONTÁBEIS,MT,0,2012,"1,94","1,81","1,92","2,69","0,00",UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,Pública,Universidade,SINOP,"5,00","2,76","2,00","1,62",63,101,22,719,"2,30","1,96"
CIÊNCIAS ECONÔMICAS,MT,0,2012,"2,49","2,35","3,58","2,76","0,00",UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,Pública,Universidade,SINOP,"5,00","1,53","3,00","0,93",33,45,13,719,"1,29","2,50"
DIREITO,MT,0,2012,"2,78","3,79","3,45","1,60","0,00",UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,Pública,Universidade,CACERES,"5,00","1,73","3,00","2,56",58,91,2,719,"2,06","2,77"
HISTÓRIA (LICENCIATURA),MT,0,2011,"2,73","2,31","2,79","4,11","1,92",UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,PÚBLICA,UNIVERSIDADES,CÁCERES,"5,00","2,44","3,00","1,76",18,70,2402,719,"2,17","2,74"
JORNALISMO,MT,0,2012,"2,45","1,94","2,57","5,00","1,29",UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,Pública,Universidade,ALTO ARAGUAIA,"5,00","2,08","3,00","0,83",10,19,803,719,"1,58","2,47"
ADMINISTRAÇÃO,BA,0,2012,"2,93","3,62","2,61","3,36","1,84",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,SALVADOR,"4,84","2,21","3,00","3,10",64,96,1,40,"2,57","2,91"
ADMINISTRAÇÃO,BA,0,2012,"2,56","2,89","2,78","3,13","0,88",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,SERRINHA,"4,69","1,39","3,00","2,55",34,46,1,40,"1,85","2,55"
ADMINISTRAÇÃO,BA,0,2012,"1,95","2,27","2,04","3,18","0,00",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,GUANAMBI,"5,00","1,41","3,00","0,87",36,50,1,40,"1,20","1,96"
ADMINISTRAÇÃO,BA,0,2012,"1,95","2,44","2,10","3,59","0,00",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,SANTO ANTONIO DE JESUS,"5,00","1,04","3,00","0,00",36,44,1,40,"0,63","1,96"
ADMINISTRAÇÃO,BA,0,2012,"1,62","1,95","1,50","1,67","0,00",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,BOM JESUS DA LAPA,"5,00","1,67","2,00","1,09",29,44,1,40,"1,44","1,63"
CIÊNCIAS CONTÁBEIS,BA,0,2012,"2,37","2,69","2,08","3,14","1,86",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,SALVADOR,"5,00","1,32","3,00","1,53",38,52,22,40,"1,40","2,37"
CIÊNCIAS CONTÁBEIS,BA,0,2012,"2,10","2,50","2,12","2,79","0,48",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,CAMACARI,"5,00","1,99","3,00","0,67",45,50,22,40,"1,46","2,12"
CIÊNCIAS CONTÁBEIS,BA,0,2012,"1,91","1,90","1,82","3,13","0,51",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,BARREIRAS,"5,00","1,62","2,00","1,12",71,87,22,40,"1,42","1,92"
CIÊNCIAS CONTÁBEIS,BA,0,2012,"1,17","0,87","0,37","2,86","0,58",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,SENHOR DO BONFIM,"5,00","1,53","2,00","0,94",32,43,22,40,"1,30","1,18"
DIREITO,BA,0,2012,"3,36","3,46","2,61","5,00","4,50",UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,SALVADOR,"5,00","2,35","4,00","2,07",33,43,2,40,"2,24","3,37"
